Sounder, Date (dd/MM/YYYY), Time (hh:mm:ss), Latitude (DD;MM;SS.sss H), Longitude  (DD;MM;SS.sss H),depth, Range (m),time,lat,lon,,
EA600-18kHz,10/9/22,11:05:54 AM,23;51;26.838 S,52;44;41.791 E,4547.2,4538.26,10/9/22 11:05:54 AM,-23.857455,52.74494194,,
EA600-18kHz,10/9/22,11:06:07 AM,23;51;25.215 S,52;44;45.292 E,4526.83,4517.43,10/9/22 11:06:07 AM,-23.85700417,52.74591444,,
EA600-18kHz,10/9/22,11:06:20 AM,23;51;23.588 S,52;44;48.709 E,4563.13,4554.12,10/9/22 11:06:20 AM,-23.85655222,52.74686361,,
EA600-18kHz,10/9/22,11:06:47 AM,23;51;20.118 S,52;44;55.501 E,4714.71,4705.24,10/9/22 11:06:47 AM,-23.85558833,52.74875028,,
EA600-18kHz,10/9/22,11:07:00 AM,23;51;18.310 S,52;44;58.824 E,4759.06,4750.35,10/9/22 11:07:00 AM,-23.85508611,52.74967333,,
EA600-18kHz,10/9/22,11:07:14 AM,23;51;16.489 S,52;45;02.188 E,4763.04,4754.08,10/9/22 11:07:14 AM,-23.85458028,52.75060778,,
EA600-18kHz,10/9/22,11:07:27 AM,23;51;14.660 S,52;45;05.545 E,4733.15,4723.77,10/9/22 11:07:27 AM,-23.85407222,52.75154028,,
EA600-18kHz,10/9/22,11:08:34 AM,23;51;05.436 S,52;45;22.265 E,4715.85,4706.62,10/9/22 11:08:34 AM,-23.85151,52.75618472,,
EA600-18kHz,10/9/22,11:09:41 AM,23;50;56.330 S,52;45;39.077 E,4733.18,4723.71,10/9/22 11:09:41 AM,-23.84898056,52.76085472,,
EA600-18kHz,10/9/22,11:09:54 AM,23;50;54.498 S,52;45;42.450 E,4721.01,4712.34,10/9/22 11:09:54 AM,-23.84847167,52.76179167,,
EA600-18kHz,10/9/22,11:10:07 AM,23;50;52.681 S,52;45;45.826 E,4703.89,4695.11,10/9/22 11:10:07 AM,-23.84796694,52.76272944,,
EA600-18kHz,10/9/22,11:10:21 AM,23;50;50.811 S,52;45;49.177 E,4709.83,4700.82,10/9/22 11:10:21 AM,-23.8474475,52.76366028,,
EA600-18kHz,10/9/22,11:10:34 AM,23;50;48.994 S,52;45;52.519 E,4712.12,4702.75,10/9/22 11:10:34 AM,-23.84694278,52.76458861,,
EA600-18kHz,10/9/22,11:10:47 AM,23;50;47.192 S,52;45;55.923 E,4712.44,4703.35,10/9/22 11:10:47 AM,-23.84644222,52.76553417,,
EA600-18kHz,10/9/22,11:11:01 AM,23;50;45.357 S,52;45;59.296 E,4705.72,4696.55,10/9/22 11:11:01 AM,-23.8459325,52.76647111,,
EA600-18kHz,10/9/22,11:11:14 AM,23;50;43.494 S,52;46;02.610 E,4688,4679.55,10/9/22 11:11:14 AM,-23.845415,52.76739167,,
EA600-18kHz,10/9/22,11:11:27 AM,23;50;41.682 S,52;46;05.949 E,4686.65,4677.45,10/9/22 11:11:27 AM,-23.84491167,52.76831917,,
EA600-18kHz,10/9/22,11:11:54 AM,23;50;38.020 S,52;46;12.648 E,4668.95,4659.84,10/9/22 11:11:54 AM,-23.84389444,52.77018,,
EA600-18kHz,10/9/22,11:12:08 AM,23;50;36.176 S,52;46;15.972 E,4659.74,4650.59,10/9/22 11:12:08 AM,-23.84338222,52.77110333,,
EA600-18kHz,10/9/22,11:12:21 AM,23;50;34.351 S,52;46;19.313 E,4661.09,4651.93,10/9/22 11:12:21 AM,-23.84287528,52.77203139,,
EA600-18kHz,10/9/22,11:12:48 AM,23;50;30.639 S,52;46;26.026 E,4703.03,4693.76,10/9/22 11:12:48 AM,-23.84184417,52.77389611,,
EA600-18kHz,10/9/22,11:13:01 AM,23;50;28.808 S,52;46;29.408 E,4701,4691.91,10/9/22 11:13:01 AM,-23.84133556,52.77483556,,
EA600-18kHz,10/9/22,11:13:14 AM,23;50;26.965 S,52;46;32.764 E,4703.16,4693.69,10/9/22 11:13:14 AM,-23.84082361,52.77576778,,
EA600-18kHz,10/9/22,11:13:28 AM,23;50;25.132 S,52;46;36.170 E,4690.09,4681.16,10/9/22 11:13:28 AM,-23.84031444,52.77671389,,
EA600-18kHz,10/9/22,11:13:41 AM,23;50;23.227 S,52;46;39.522 E,4687.83,4678.58,10/9/22 11:13:41 AM,-23.83978528,52.777645,,
EA600-18kHz,10/9/22,11:13:54 AM,23;50;21.383 S,52;46;42.911 E,4664.18,4655.61,10/9/22 11:13:54 AM,-23.83927306,52.77858639,,
EA600-18kHz,10/9/22,11:14:08 AM,23;50;19.577 S,52;46;46.338 E,4659.2,4650.01,10/9/22 11:14:08 AM,-23.83877139,52.77953833,,
EA600-18kHz,10/9/22,11:14:21 AM,23;50;17.681 S,52;46;49.705 E,4677.8,4668.7,10/9/22 11:14:21 AM,-23.83824472,52.78047361,,
EA600-18kHz,10/9/22,11:14:35 AM,23;50;15.817 S,52;46;53.080 E,4639.88,4630.69,10/9/22 11:14:35 AM,-23.83772694,52.78141111,,
EA600-18kHz,10/9/22,11:14:48 AM,23;50;13.975 S,52;46;56.498 E,4637.25,4628.46,10/9/22 11:14:48 AM,-23.83721528,52.78236056,,
EA600-18kHz,10/9/22,11:15:01 AM,23;50;12.141 S,52;46;59.898 E,4591.72,4582.63,10/9/22 11:15:01 AM,-23.83670583,52.783305,,
EA600-18kHz,10/9/22,11:15:15 AM,23;50;10.277 S,52;47;03.302 E,4587.8,4579.1,10/9/22 11:15:15 AM,-23.83618806,52.78425056,,
EA600-18kHz,10/9/22,11:15:28 AM,23;50;08.450 S,52;47;06.704 E,4586.05,4577.44,10/9/22 11:15:28 AM,-23.83568056,52.78519556,,
EA600-18kHz,10/9/22,11:15:41 AM,23;50;06.575 S,52;47;10.077 E,4582.01,4572.74,10/9/22 11:15:41 AM,-23.83515972,52.7861325,,
EA600-18kHz,10/9/22,11:15:55 AM,23;50;04.722 S,52;47;13.483 E,4570.91,4561.74,10/9/22 11:15:55 AM,-23.834645,52.78707861,,
EA600-18kHz,10/9/22,11:16:08 AM,23;50;02.869 S,52;47;16.912 E,4578.95,4569.81,10/9/22 11:16:08 AM,-23.83413028,52.78803111,,
EA600-18kHz,10/9/22,11:16:22 AM,23;50;00.953 S,52;47;20.289 E,4582.01,4573.2,10/9/22 11:16:22 AM,-23.83359806,52.78896917,,
EA600-18kHz,10/9/22,11:16:35 AM,23;49;59.088 S,52;47;23.641 E,4580.32,4571.39,10/9/22 11:16:35 AM,-23.83308,52.78990028,,
EA600-18kHz,10/9/22,11:16:48 AM,23;49;57.273 S,52;47;27.076 E,4591.17,4582.42,10/9/22 11:16:48 AM,-23.83257583,52.79085444,,
EA600-18kHz,10/9/22,11:17:15 AM,23;49;53.514 S,52;47;33.836 E,4612.34,4603.55,10/9/22 11:17:15 AM,-23.83153167,52.79273222,,
EA600-18kHz,10/9/22,11:17:28 AM,23;49;51.716 S,52;47;37.296 E,4622.99,4613.81,10/9/22 11:17:28 AM,-23.83103222,52.79369333,,
EA600-18kHz,10/9/22,11:17:42 AM,23;49;49.825 S,52;47;40.666 E,4632.94,4624.4,10/9/22 11:17:42 AM,-23.83050694,52.79462944,,
EA600-18kHz,10/9/22,11:17:55 AM,23;49;48.000 S,52;47;44.073 E,4632.32,4623.38,10/9/22 11:17:55 AM,-23.83,52.79557583,,
EA600-18kHz,10/9/22,11:18:08 AM,23;49;46.163 S,52;47;47.469 E,4831.83,4823.03,10/9/22 11:18:08 AM,-23.82948972,52.79651917,,
EA600-18kHz,10/9/22,11:18:35 AM,23;49;42.486 S,52;47;54.224 E,4893.04,4883.87,10/9/22 11:18:35 AM,-23.82846833,52.79839556,,
EA600-18kHz,10/9/22,11:18:48 AM,23;49;40.585 S,52;47;57.605 E,4894.07,4884.64,10/9/22 11:18:48 AM,-23.82794028,52.79933472,,
EA600-18kHz,10/9/22,11:19:01 AM,23;49;38.603 S,52;48;00.916 E,4889.07,4880.08,10/9/22 11:19:01 AM,-23.82738972,52.80025444,,
EA600-18kHz,10/9/22,11:19:15 AM,23;49;36.666 S,52;48;04.248 E,4887.96,4878.97,10/9/22 11:19:15 AM,-23.82685167,52.80118,,
EA600-18kHz,10/9/22,11:19:28 AM,23;49;34.669 S,52;48;07.567 E,4890.1,4880.48,10/9/22 11:19:28 AM,-23.82629694,52.80210194,,
EA600-18kHz,10/9/22,11:19:55 AM,23;49;30.666 S,52;48;14.164 E,4974.87,4966.03,10/9/22 11:19:55 AM,-23.825185,52.80393444,,
EA600-18kHz,10/9/22,11:20:21 AM,23;49;26.638 S,52;48;20.781 E,4939.15,4930.39,10/9/22 11:20:21 AM,-23.82406611,52.8057725,,
EA600-18kHz,10/9/22,11:20:35 AM,23;49;24.663 S,52;48;24.073 E,5019.22,5010.48,10/9/22 11:20:35 AM,-23.8235175,52.80668694,,
EA600-18kHz,10/9/22,11:20:48 AM,23;49;22.719 S,52;48;27.435 E,5021.16,5011.85,10/9/22 11:20:48 AM,-23.8229775,52.80762083,,
EA600-18kHz,10/9/22,11:21:01 AM,23;49;20.720 S,52;48;30.718 E,5120.24,5111.23,10/9/22 11:21:01 AM,-23.82242222,52.80853278,,
EA600-18kHz,10/9/22,11:21:15 AM,23;49;18.699 S,52;48;33.989 E,5127.14,5118.14,10/9/22 11:21:15 AM,-23.82186083,52.80944139,,
EA600-18kHz,10/9/22,11:21:28 AM,23;49;16.724 S,52;48;37.297 E,5130.51,5121.65,10/9/22 11:21:28 AM,-23.82131222,52.81036028,,
EA600-18kHz,10/9/22,11:21:41 AM,23;49;14.767 S,52;48;40.644 E,5082.08,5073.29,10/9/22 11:21:41 AM,-23.82076861,52.81129,,
EA600-18kHz,10/9/22,11:21:55 AM,23;49;12.739 S,52;48;43.947 E,5079.92,5070.26,10/9/22 11:21:55 AM,-23.82020528,52.8122075,,
EA600-18kHz,10/9/22,11:22:08 AM,23;49;10.767 S,52;48;47.273 E,5082.28,5073.71,10/9/22 11:22:08 AM,-23.8196575,52.81313139,,
EA600-18kHz,10/9/22,11:22:22 AM,23;49;08.780 S,52;48;50.633 E,5067.56,5058.01,10/9/22 11:22:22 AM,-23.81910556,52.81406472,,
EA600-18kHz,10/9/22,11:22:35 AM,23;49;06.830 S,52;48;53.952 E,5072.18,5062.79,10/9/22 11:22:35 AM,-23.81856389,52.81498667,,
EA600-18kHz,10/9/22,11:22:48 AM,23;49;04.832 S,52;48;57.321 E,4980.29,4970.94,10/9/22 11:22:48 AM,-23.81800889,52.8159225,,
EA600-18kHz,10/9/22,11:23:02 AM,23;49;02.830 S,52;49;00.659 E,4991.3,4981.71,10/9/22 11:23:02 AM,-23.81745278,52.81684972,,
EA600-18kHz,10/9/22,11:23:15 AM,23;49;00.874 S,52;49;03.968 E,4969.02,4960.25,10/9/22 11:23:15 AM,-23.81690944,52.81776889,,
EA600-18kHz,10/9/22,11:23:29 AM,23;48;58.876 S,52;49;07.327 E,4921.18,4912.25,10/9/22 11:23:29 AM,-23.81635444,52.81870194,,
EA600-18kHz,10/9/22,11:23:42 AM,23;48;56.902 S,52;49;10.666 E,4960.97,4951.88,10/9/22 11:23:42 AM,-23.81580611,52.81962944,,
EA600-18kHz,10/9/22,11:23:55 AM,23;48;54.934 S,52;49;13.952 E,5129.07,5120.32,10/9/22 11:23:55 AM,-23.81525944,52.82054222,,
EA600-18kHz,10/9/22,11:24:08 AM,23;48;52.923 S,52;49;17.285 E,5096.88,5087.28,10/9/22 11:24:08 AM,-23.81470083,52.82146806,,
EA600-18kHz,10/9/22,11:33:56 AM,23;47;24.598 S,52;51;43.440 E,5024.13,5015.19,10/9/22 11:33:56 AM,-23.79016611,52.86206667,,
EA600-18kHz,10/9/22,11:34:10 AM,23;47;22.603 S,52;51;46.799 E,4931.17,4921.55,10/9/22 11:34:10 AM,-23.78961194,52.86299972,,
EA600-18kHz,10/9/22,11:34:50 AM,23;47;16.559 S,52;51;56.787 E,4916.91,4907.78,10/9/22 11:34:50 AM,-23.78793306,52.86577417,,
EA600-18kHz,10/9/22,11:35:03 AM,23;47;14.549 S,52;52;00.090 E,5010.19,5000.98,10/9/22 11:35:03 AM,-23.78737472,52.86669167,,
EA600-18kHz,10/9/22,11:35:16 AM,23;47;12.601 S,52;52;03.471 E,5001.46,4992.58,10/9/22 11:35:16 AM,-23.78683361,52.86763083,,
EA600-18kHz,10/9/22,11:35:30 AM,23;47;10.725 S,52;52;06.905 E,5063.15,5053.77,10/9/22 11:35:30 AM,-23.7863125,52.86858472,,
EA600-18kHz,10/9/22,11:35:43 AM,23;47;08.844 S,52;52;10.281 E,5109.09,5100.37,10/9/22 11:35:43 AM,-23.78579,52.8695225,,
EA600-18kHz,10/9/22,11:35:56 AM,23;47;07.033 S,52;52;13.725 E,5118.91,5109.71,10/9/22 11:35:56 AM,-23.78528694,52.87047917,,
EA600-18kHz,10/9/22,11:36:10 AM,23;47;05.208 S,52;52;17.196 E,4994.01,4984.51,10/9/22 11:36:10 AM,-23.78478,52.87144333,,
EA600-18kHz,10/9/22,11:36:23 AM,23;47;03.368 S,52;52;20.589 E,4994.16,4985.09,10/9/22 11:36:23 AM,-23.78426889,52.87238583,,
EA600-18kHz,10/9/22,11:36:37 AM,23;47;01.525 S,52;52;23.986 E,5067.19,5057.96,10/9/22 11:36:37 AM,-23.78375694,52.87332944,,
EA600-18kHz,10/9/22,11:36:50 AM,23;46;59.649 S,52;52;27.415 E,4984.72,4975.56,10/9/22 11:36:50 AM,-23.78323583,52.87428194,,
EA600-18kHz,10/9/22,11:37:03 AM,23;46;57.758 S,52;52;30.818 E,5000.62,4991.51,10/9/22 11:37:03 AM,-23.78271056,52.87522722,,
EA600-18kHz,10/9/22,11:37:17 AM,23;46;55.919 S,52;52;34.246 E,4988.32,4978.93,10/9/22 11:37:17 AM,-23.78219972,52.87617944,,
EA600-18kHz,10/9/22,11:37:30 AM,23;46;54.023 S,52;52;37.639 E,5034.91,5025.41,10/9/22 11:37:30 AM,-23.78167306,52.87712194,,
EA600-18kHz,10/9/22,11:37:43 AM,23;46;52.084 S,52;52;40.977 E,5043.26,5033.99,10/9/22 11:37:43 AM,-23.78113444,52.87804917,,
EA600-18kHz,10/9/22,11:37:57 AM,23;46;50.219 S,52;52;44.392 E,5041.39,5031.62,10/9/22 11:37:57 AM,-23.78061639,52.87899778,,
EA600-18kHz,10/9/22,11:38:10 AM,23;46;48.379 S,52;52;47.799 E,5051.39,5041.47,10/9/22 11:38:10 AM,-23.78010528,52.87994417,,
EA600-18kHz,10/9/22,11:38:23 AM,23;46;46.465 S,52;52;51.194 E,5064.31,5054.77,10/9/22 11:38:23 AM,-23.77957361,52.88088722,,
EA600-18kHz,10/9/22,11:38:37 AM,23;46;44.596 S,52;52;54.583 E,5060.48,5051.24,10/9/22 11:38:37 AM,-23.77905444,52.88182861,,
EA600-18kHz,10/9/22,11:38:50 AM,23;46;42.689 S,52;52;58.010 E,5061.9,5052.59,10/9/22 11:38:50 AM,-23.77852472,52.88278056,,
EA600-18kHz,10/9/22,11:39:03 AM,23;46;40.821 S,52;53;01.398 E,5064.35,5055.57,10/9/22 11:39:03 AM,-23.77800583,52.88372167,,
EA600-18kHz,10/9/22,11:39:17 AM,23;46;39.006 S,52;53;04.868 E,5067.74,5059.03,10/9/22 11:39:17 AM,-23.77750167,52.88468556,,
EA600-18kHz,10/9/22,11:39:30 AM,23;46;37.096 S,52;53;08.237 E,5067.2,5058.3,10/9/22 11:39:30 AM,-23.77697111,52.88562139,,
EA600-18kHz,10/9/22,11:39:44 AM,23;46;35.222 S,52;53;11.665 E,5067.17,5058.26,10/9/22 11:39:44 AM,-23.77645056,52.88657361,,
EA600-18kHz,10/9/22,11:39:57 AM,23;46;33.363 S,52;53;15.078 E,5067.31,5057.99,10/9/22 11:39:57 AM,-23.77593417,52.88752167,,
EA600-18kHz,10/9/22,11:40:10 AM,23;46;31.495 S,52;53;18.492 E,5068.22,5058.66,10/9/22 11:40:10 AM,-23.77541528,52.88847,,
EA600-18kHz,10/9/22,11:40:24 AM,23;46;29.573 S,52;53;21.831 E,5067.26,5058.35,10/9/22 11:40:24 AM,-23.77488139,52.8893975,,
EA600-18kHz,10/9/22,11:40:37 AM,23;46;27.715 S,52;53;25.243 E,5066.96,5058.55,10/9/22 11:40:37 AM,-23.77436528,52.89034528,,
EA600-18kHz,10/9/22,11:40:50 AM,23;46;25.951 S,52;53;28.708 E,5068.17,5058.96,10/9/22 11:40:50 AM,-23.77387528,52.89130778,,
EA600-18kHz,10/9/22,11:41:04 AM,23;46;24.259 S,52;53;32.233 E,5068.02,5059.39,10/9/22 11:41:04 AM,-23.77340528,52.89228694,,
EA600-18kHz,10/9/22,11:41:17 AM,23;46;22.605 S,52;53;35.738 E,5044.08,5034.8,10/9/22 11:41:17 AM,-23.77294583,52.89326056,,
EA600-18kHz,10/9/22,11:41:44 AM,23;46;19.286 S,52;53;42.768 E,5068.98,5059.54,10/9/22 11:41:44 AM,-23.77202389,52.89521333,,
EA600-18kHz,10/9/22,11:41:57 AM,23;46;17.577 S,52;53;46.261 E,5066.14,5057.3,10/9/22 11:41:57 AM,-23.77154917,52.89618361,,
EA600-18kHz,10/9/22,11:42:11 AM,23;46;15.948 S,52;53;49.820 E,5063.26,5054.12,10/9/22 11:42:11 AM,-23.77109667,52.89717222,,
EA600-18kHz,10/9/22,11:42:24 AM,23;46;14.263 S,52;53;53.332 E,5058.88,5049.57,10/9/22 11:42:24 AM,-23.77062861,52.89814778,,
EA600-18kHz,11/25/22,8:39:26 AM,24;15;27.62616 S,53;40;44.36330 E,4648,4666.13,11/25/22 8:39:26 AM,-24.25767393,53.67898981,,
EA600-18kHz,11/25/22,8:39:36 AM,24;15;29.71250 S,53;40;42.49604 E,4644.74,4663.11,11/25/22 8:39:36 AM,-24.25825347,53.67847112,,
EA600-18kHz,11/25/22,8:39:46 AM,24;15;31.79511 S,53;40;40.67771 E,4645.96,4664.06,11/25/22 8:39:46 AM,-24.25883198,53.67796603,,
EA600-18kHz,11/25/22,8:39:56 AM,24;15;33.84320 S,53;40;38.80792 E,4644.78,4663.01,11/25/22 8:39:56 AM,-24.25940089,53.67744664,,
EA600-18kHz,11/25/22,8:40:16 AM,24;15;37.96189 S,53;40;35.07053 E,4645.55,4664.27,11/25/22 8:40:16 AM,-24.26054497,53.67640848,,
EA600-18kHz,11/25/22,8:40:56 AM,24;15;46.21326 S,53;40;27.63745 E,4634.1,4652.52,11/25/22 8:40:56 AM,-24.26283702,53.67434374,,
EA600-18kHz,11/25/22,8:41:06 AM,24;15;48.27275 S,53;40;25.76973 E,4630.99,4649.26,11/25/22 8:41:06 AM,-24.2634091,53.67382493,,
EA600-18kHz,11/25/22,8:41:16 AM,24;15;50.35697 S,53;40;23.93915 E,4630.07,4648.09,11/25/22 8:41:16 AM,-24.26398805,53.67331643,,
EA600-18kHz,11/25/22,9:11:02 AM,24;21;54.34281 S,53;34;56.36596 E,4388.15,4404.84,11/25/22 9:11:02 AM,-24.36509523,53.58232388,,
EA600-18kHz,11/25/22,9:11:12 AM,24;21;56.40068 S,53;34;54.56922 E,4381.1,4397.3,11/25/22 9:11:12 AM,-24.36566686,53.58182478,,
EA600-18kHz,11/25/22,9:12:42 AM,24;22;14.94928 S,53;34;38.17371 E,4341.26,4357.5,11/25/22 9:12:42 AM,-24.37081924,53.57727048,,
EA600-18kHz,11/25/22,9:13:02 AM,24;22;19.07045 S,53;34;34.51651 E,4334.05,4350.32,11/25/22 9:13:02 AM,-24.37196401,53.57625459,,
EA600-18kHz,11/25/22,9:14:12 AM,24;22;33.35941 S,53;34;21.82726 E,4311.01,4326.87,11/25/22 9:14:12 AM,-24.37593317,53.57272979,,
EA600-18kHz,11/25/22,9:14:22 AM,24;22;35.46224 S,53;34;20.03495 E,4305.23,4321.05,11/25/22 9:14:22 AM,-24.37651729,53.57223193,,
EA600-18kHz,11/25/22,9:14:32 AM,24;22;37.54696 S,53;34;18.27268 E,4306.18,4322.06,11/25/22 9:14:32 AM,-24.37709638,53.57174241,,
EA600-18kHz,11/25/22,9:14:42 AM,24;22;39.62265 S,53;34;16.55994 E,4330.63,4346.86,11/25/22 9:14:42 AM,-24.37767296,53.57126665,,
EA600-18kHz,11/25/22,9:15:02 AM,24;22;43.85542 S,53;34;13.14396 E,4344.46,4361.03,11/25/22 9:15:02 AM,-24.37884873,53.57031777,,
EA600-18kHz,11/25/22,9:18:03 AM,24;23;21.77339 S,53;33;42.33699 E,4266.73,4283.1,11/25/22 9:18:03 AM,-24.3893815,53.56176028,,
EA600-18kHz,11/25/22,9:57:20 AM,24;31;42.46352 S,53;27;03.39878 E,4821.99,4841.95,11/25/22 9:57:20 AM,-24.52846209,53.45094411,,
EA600-18kHz,11/25/22,9:57:30 AM,24;31;44.65538 S,53;27;01.76370 E,4823.67,4843.14,11/25/22 9:57:30 AM,-24.52907094,53.45048992,,
EA600-18kHz,11/25/22,9:57:40 AM,24;31;46.84535 S,53;27;00.21673 E,4818.78,4838.99,11/25/22 9:57:40 AM,-24.52967926,53.4500602,,
EA600-18kHz,11/25/22,9:58:10 AM,24;31;53.44958 S,53;26;55.39367 E,4815.26,4834.53,11/25/22 9:58:10 AM,-24.53151377,53.44872046,,
EA600-18kHz,11/25/22,9:58:20 AM,24;31;55.64046 S,53;26;53.82747 E,4775.44,4794.75,11/25/22 9:58:20 AM,-24.53212235,53.44828541,,
EA600-18kHz,11/25/22,9:58:40 AM,24;32;00.03753 S,53;26;50.65062 E,4757.71,4776.92,11/25/22 9:58:40 AM,-24.53334376,53.44740295,,
EA600-18kHz,11/25/22,10:28:55 AM,24;36;48.83780 S,53;20;08.60369 E,4875.18,4895.48,11/25/22 10:28:55 AM,-24.61356606,53.33572325,,
EA600-18kHz,11/25/22,10:29:25 AM,24;36;54.46589 S,53;20;02.78761 E,4876.36,4896.23,11/25/22 10:29:25 AM,-24.61512941,53.33410767,,
EA600-18kHz,11/25/22,10:29:36 AM,24;36;56.37341 S,53;20;00.82000 E,4871.97,4891.97,11/25/22 10:29:36 AM,-24.61565928,53.33356111,,
EA600-18kHz,11/25/22,10:29:46 AM,24;36;58.24134 S,53;19;58.88754 E,4869.97,4890.31,11/25/22 10:29:46 AM,-24.61617815,53.33302432,,
EA600-18kHz,11/25/22,10:29:56 AM,24;37;00.16580 S,53;19;56.94593 E,4867.32,4887.77,11/25/22 10:29:56 AM,-24.61671272,53.33248498,,
EA600-18kHz,11/25/22,10:58:21 AM,24;43;02.25435 S,53;15;34.37589 E,4947.27,4967.2,11/25/22 10:58:21 AM,-24.71729288,53.25954886,,
EA600-18kHz,11/25/22,10:58:31 AM,24;43;04.18997 S,53;15;32.55066 E,4946.73,4967.52,11/25/22 10:58:31 AM,-24.71783055,53.25904185,,
EA600-18kHz,11/25/22,10:58:41 AM,24;43;06.14211 S,53;15;30.76600 E,4945.88,4966.67,11/25/22 10:58:41 AM,-24.71837281,53.25854611,,
EA600-18kHz,11/25/22,10:58:51 AM,24;43;08.11193 S,53;15;28.95400 E,4945.94,4966.92,11/25/22 10:58:51 AM,-24.71891998,53.25804278,,
EA600-18kHz,11/25/22,10:59:01 AM,24;43;10.03878 S,53;15;27.10621 E,4945.92,4966.06,11/25/22 10:59:01 AM,-24.71945522,53.2575295,,
EA600-18kHz,11/25/22,10:59:11 AM,24;43;11.98222 S,53;15;25.29148 E,4945.83,4966.6,11/25/22 10:59:11 AM,-24.71999506,53.25702541,,
EA600-18kHz,11/25/22,10:59:21 AM,24;43;13.95839 S,53;15;23.47320 E,4943.83,4964.29,11/25/22 10:59:21 AM,-24.720544,53.25652033,,
EA600-18kHz,11/25/22,10:59:31 AM,24;43;15.89899 S,53;15;21.65748 E,4945.78,4965.9,11/25/22 10:59:31 AM,-24.72108305,53.25601597,,
EA600-18kHz,11/25/22,10:59:41 AM,24;43;17.83082 S,53;15;19.82355 E,4942.85,4963.3,11/25/22 10:59:41 AM,-24.72161967,53.25550654,,
EA600-18kHz,11/25/22,10:59:51 AM,24;43;19.78149 S,53;15;18.00974 E,4942.38,4962.86,11/25/22 10:59:51 AM,-24.72216153,53.25500271,,
EA600-18kHz,11/25/22,11:00:01 AM,24;43;21.77732 S,53;15;16.17996 E,4942.4,4963.13,11/25/22 11:00:01 AM,-24.72271592,53.25449443,,
EA600-18kHz,11/25/22,11:27:06 AM,24;48;26.87606 S,53;10;09.97327 E,4984.69,5005.36,11/25/22 11:27:06 AM,-24.80746557,53.16943702,,
EA600-18kHz,11/25/22,11:27:16 AM,24;48;28.74113 S,53;10;08.07899 E,4985.38,5005.49,11/25/22 11:27:16 AM,-24.80798365,53.16891083,,
EA600-18kHz,11/25/22,11:27:26 AM,24;48;30.61323 S,53;10;06.18862 E,4980.25,5000.69,11/25/22 11:27:26 AM,-24.80850368,53.16838573,,
EA600-18kHz,11/25/22,11:27:36 AM,24;48;32.47828 S,53;10;04.31943 E,4966.65,4986.89,11/25/22 11:27:36 AM,-24.80902174,53.16786651,,
EA600-18kHz,11/25/22,11:27:46 AM,24;48;34.32254 S,53;10;02.46071 E,4963.73,4984.42,11/25/22 11:27:46 AM,-24.80953404,53.1673502,,
EA600-18kHz,11/25/22,11:28:16 AM,24;48;39.97451 S,53;09;56.81648 E,4952.57,4972.83,11/25/22 11:28:16 AM,-24.81110403,53.16578236,,
EA600-18kHz,11/25/22,11:28:26 AM,24;48;41.89061 S,53;09;54.99240 E,4940.86,4961.28,11/25/22 11:28:26 AM,-24.81163628,53.16527567,,
EA600-18kHz,11/25/22,11:28:37 AM,24;48;43.79842 S,53;09;53.09854 E,4946.65,4967.3,11/25/22 11:28:37 AM,-24.81216623,53.16474959,,
EA600-18kHz,11/25/22,11:29:27 AM,24;48;53.31832 S,53;09;43.73831 E,4942.06,4962.54,11/25/22 11:29:27 AM,-24.81481064,53.16214953,,
EA600-18kHz,11/25/22,11:29:37 AM,24;48;55.21204 S,53;09;41.85890 E,4941.24,4961.03,11/25/22 11:29:37 AM,-24.81533668,53.16162747,,
EA600-18kHz,11/25/22,11:29:57 AM,24;48;59.00779 S,53;09;38.12566 E,4938.8,4959.74,11/25/22 11:29:57 AM,-24.81639105,53.16059046,,
EA600-18kHz,11/25/22,11:30:07 AM,24;49;00.95110 S,53;09;36.28257 E,4940.11,4960.93,11/25/22 11:30:07 AM,-24.81693086,53.16007849,,
EA600-18kHz,11/25/22,11:30:17 AM,24;49;02.95537 S,53;09;34.52451 E,4943.68,4964.39,11/25/22 11:30:17 AM,-24.8174876,53.15959014,,
EA600-18kHz,11/25/22,11:30:37 AM,24;49;06.91907 S,53;09;31.00386 E,4944.93,4965.69,11/25/22 11:30:37 AM,-24.81858863,53.15861218,,
EA600-18kHz,11/25/22,11:30:57 AM,24;49;10.97298 S,53;09;27.57958 E,4940.27,4960.92,11/25/22 11:30:57 AM,-24.81971472,53.15766099,,
EA600-18kHz,11/25/22,11:31:07 AM,24;49;12.95461 S,53;09;25.82704 E,4952.2,4972.56,11/25/22 11:31:07 AM,-24.82026517,53.15717418,,
EA600-18kHz,11/25/22,11:31:27 AM,24;49;16.97013 S,53;09;22.35451 E,4957.82,4978.06,11/25/22 11:31:27 AM,-24.82138059,53.15620959,,
EA600-18kHz,11/25/22,11:31:37 AM,24;49;18.94791 S,53;09;20.63015 E,4959.99,4980.88,11/25/22 11:31:37 AM,-24.82192998,53.1557306,,
EA600-18kHz,11/25/22,11:31:47 AM,24;49;20.95619 S,53;09;18.90648 E,4973,4993.34,11/25/22 11:31:47 AM,-24.82248783,53.1552518,,
EA600-18kHz,11/25/22,11:31:57 AM,24;49;22.87369 S,53;09;17.10807 E,4965.53,4985.82,11/25/22 11:31:57 AM,-24.82302047,53.15475224,,
